Gene1	Gene2	correlation
CD300LF	GUSB	0.497054234162898
FFAR4	GUSB	0.513376267424417
FABP3	GUSB	0.249239486061083
TREM2	GUSB	0.530366585914671
FIG4	GUSB	0.600020181562353
BHLHE41	GUSB	0.176260554152662
CYP1B1	GUSB	-0.0210805979912619
RP11.459I19.1	GUSB	0.491598719283068
EVL	GUSB	0.286336924677968
MFSD7	GUSB	0.558096365717294
CD1A	GUSB	0.171995162547491
TMEM130	GUSB	-0.0286918485816246
OR6K3	GUSB	0.2274167325647
SLCO1B3	GUSB	0.188563935820722
TMEM257	GUSB	-0.0785761285213179
CEACAM5	GUSB	0.131323308818464
CYP1A2	GUSB	-0.0572436227379667
FKBP15	GUSB	0.548120547738518
ELF5	GUSB	0.423006256260905
PRSS41	GUSB	0.252613839114055
ADAMTSL4	GUSB	0.157435013657033
LUZP2	GUSB	-0.105094100283789
RP11.20G13.3	GUSB	0.113654002263434
LINC00881	GUSB	0.0936814616993598
PYCARD	GUSB	0.606748451166069
UNC13A	GUSB	0.0931294961699736
AJAP1	GUSB	-0.0181053159701707
DPP7	GUSB	0.359154746624425
JPH4	GUSB	0.471031197811947
SPNS1	GUSB	0.661852780667656
ZMYND15	GUSB	0.506822611886558
SIDT2	GUSB	0.202775244942566
DDHD1	GUSB	0.147182040003193
FABP5	GUSB	0.397878827164243
CDKN2A	GUSB	-0.0831984799585476
RP5.839B4.8	GUSB	0.415518776141706
IL37	GUSB	0.268411824652736
PTPN6	GUSB	0.414529388326205
PARP15	GUSB	0.421560536341325
PTPRO	GUSB	0.519888973779926
DCSTAMP	GUSB	0.289127632713945
LINC00677	GUSB	0.32111238577841
GCHFR	GUSB	0.57936628011758
PRAM1	GUSB	0.467827482218635
SCPEP1	GUSB	0.625187810885464
COMP	GUSB	-0.00472532578654536
LPXN	GUSB	0.437615419621025
MCOLN1	GUSB	0.468877714234152
CD37	GUSB	0.386790957289002
FIRRE	GUSB	0.31101626474495
SPN	GUSB	0.432600420287089
PVALB	GUSB	0.269018148094615
GNGT2	GUSB	0.447868988237083
SSX2IP	GUSB	0.111356972221454
HLA.DMA	GUSB	0.364176996955902
ATP6AP1	GUSB	0.443065060211804
TUSC3	GUSB	-0.102844053628458
SYTL5	GUSB	0.142627811213719
ANGPT4	GUSB	0.267733289975075
SOWAHD	GUSB	0.54078211323366
ZFYVE26	GUSB	0.60312194026009
CTD.2003C8.2	GUSB	0.475281380423706
GRN	GUSB	0.605398006324259
RP11.356N1.2	GUSB	0.385198172879228
BCHE	GUSB	-0.0863639225655156
NAGPA	GUSB	0.683315790343643
OLR1	GUSB	0.0744107286990167
EPHA7	GUSB	-0.098638123910244
IRF5	GUSB	0.56853379644888
HTRA4	GUSB	0.48869864209355
MICAL1	GUSB	0.429134584577134
SLC11A1	GUSB	0.154622965165854
HLA.DMB	GUSB	0.586586250497736
TRIM46	GUSB	0.282524229982187
GPR160	GUSB	0.377879859675591
ANO4	GUSB	-0.0580303222091402
DNASE1L3	GUSB	0.0412989990178037
CADM2	GUSB	-0.174558117786504
SLC6A15	GUSB	-0.147753596400303
VGLL1	GUSB	0.12494161925694
MSR1	GUSB	0.299623393243544
CRLF1	GUSB	0.155138749035267
DOCK8	GUSB	0.444840255333426
RP5.899E9.1	GUSB	0.46879832138843
NOXA1	GUSB	0.58947718790383
MAPK4	GUSB	-0.0931986883903299
DPCR1	GUSB	0.407729376267968
CTD.2319I12.2	GUSB	0.279776588476226
HEXB	GUSB	0.551539503099882
MPND	GUSB	0.593810896159833
GM2A	GUSB	0.574658725551809
MS4A7	GUSB	0.573216672610009
CYTL1	GUSB	0.151033499734224
MCEMP1	GUSB	0.259822562901162
OR13A1	GUSB	0.305312714312095
ZNF589	GUSB	0.533235329957252
EDC3	GUSB	0.434439831532625
RPP25	GUSB	0.422454982508347
NOS2	GUSB	-0.341617956560341
PLCB2	GUSB	0.461183002964935
TBXA2R	GUSB	-0.0426806417832555
LINC01526	GUSB	0.402291236484076
ABCC3	GUSB	0.496854969342813
C1orf162	GUSB	0.575802457720878
LINC01827	GUSB	0.290761150734181
CRHBP	GUSB	0.00937168655737941
KMO	GUSB	0.442755830394907
RP11.291B21.2	GUSB	-0.106157885509793
TMSB15A	GUSB	-0.139382613037437
CAPG	GUSB	0.518070716844425
EGR2	GUSB	0.0957730906878724
TMEM251	GUSB	0.549338687637713
GPRIN3	GUSB	-0.00157584974906959
FLVCR2	GUSB	0.524253972446714
LGALS3	GUSB	0.213144006243801
KIAA1161	GUSB	0.122838668409139
KCNA2	GUSB	0.27025243900372
SDCCAG8	GUSB	0.561439052018954
GRM8	GUSB	-0.168636438029926
DDB2	GUSB	0.342805322333989
FCER1A	GUSB	0.162917085824912
SNAP25	GUSB	-0.0136686222377564
LINC00632	GUSB	-0.356964787992356
CYP2A6	GUSB	-0.0996110543023728
SIGLEC11	GUSB	0.491761449150504
VSIG4	GUSB	0.52355638688639
HECTD3	GUSB	0.706793878263457
ALDH3A1	GUSB	0.0144754448009947
DUSP28	GUSB	0.523501493649255
CD207	GUSB	0.0433474937389386
PRSS21	GUSB	0.263780570244461
AP1G2	GUSB	0.414282438484092
ANGPTL5	GUSB	-0.154110819184001
ARHGEF10L	GUSB	0.102118375657092
HSD3B7	GUSB	0.380240884624056
RP4.809F18.1	GUSB	0.061236620383472
GPR15	GAPLINC	0.226541161737801
LHX9	GAPLINC	0.414006812577033
AHRR	GAPLINC	0.324990521595608
LINC01108	GAPLINC	0.337942470439829
ITGAE	GAPLINC	0.243668615587374
GPR55	GAPLINC	0.349782815993505
PKD1L1	GAPLINC	0.121081463567483
GSG2	GAPLINC	0.242128826352847
FBP1	GAPLINC	0.622173069168592
CYP27A1	GAPLINC	0.622462331209706
MYO1A	GAPLINC	0.350475484322985
EYA4	GAPLINC	-0.30360754308679
KRT79	GAPLINC	0.453930898505847
CD101	GAPLINC	0.423524205572139
SLITRK2	GAPLINC	-0.24574341543775
PCDH10	GAPLINC	-0.273803731857269
ACOT4	GAPLINC	0.662862961154
STAC	GAPLINC	0.54775199259597
CD52	GAPLINC	0.575126587540827
VWC2	GAPLINC	0.0368844361577596
CYP1A1	GAPLINC	0.201983551250265
SLC6A12	GAPLINC	0.493345955350124
KCND2	GAPLINC	0.0475076371977335
ACP5	GAPLINC	0.624084961652203
DACH2	GAPLINC	-0.138264158635814
CCDC88A	GAPLINC	0.382115007539832
PNPLA6	GAPLINC	0.294321379325904
SYT13	GAPLINC	-0.126287288923915
PCDH11X	GAPLINC	-0.197989791364251
ALOX5	GAPLINC	0.248567492638856
PCAT14	GAPLINC	0.0133140867342425
GGA2	GAPLINC	0.282364127490265
PARVG	GAPLINC	0.391670414836496
M1AP	GAPLINC	0.489811801726397
ADTRP	GAPLINC	0.627957370983989
PHLDA3	GAPLINC	0.322332485669089
CD8B	GAPLINC	0.12761184266621
MAN2B1	GAPLINC	0.527887769513948
PPARG	GAPLINC	0.560522940261294
PNPLA3	GAPLINC	0.499043126312807
JAML	GAPLINC	0.426660107623272
PKP1	GAPLINC	-0.263681843142267
CSTB	GAPLINC	0.60814362654567
ATP6V0D2	GAPLINC	0.648917211087948
RP11.621L6.3	GAPLINC	0.415108264725067
TCEAL2	GAPLINC	-0.203131232251662
GPD1	GAPLINC	0.538143690188021
GNAZ	GAPLINC	-0.109287877019724
CATSPER1	GAPLINC	0.502788804671463
KCNA10	GAPLINC	0.453908910716649
PLA2G4E	GAPLINC	0.347799462632153
AIFM3	GAPLINC	0.447368369782526
WDFY4	GAPLINC	0.49671501555258
CEACAM21	GAPLINC	0.354886603051119
FAM213A	GAPLINC	0.369381747501196
DNASE2B	GAPLINC	0.669106232502158
NHLH2	GAPLINC	0.295122923278449
LINC01637	GAPLINC	0.483085939774366
DPP6	GAPLINC	-0.2320166590957
GUSB	GAPLINC	0.454353567635993
GAPLINC	GAPLINC	1
LRRN2	GAPLINC	0.215549649649191
LTA4H	GAPLINC	0.607369559350372
ADCY2	GAPLINC	-0.288117774595109
CD300LF	GAPLINC	0.577668465974586
FFAR4	GAPLINC	0.495016794635136
FABP3	GAPLINC	0.483377871714018
TREM2	GAPLINC	0.667839384755901
FIG4	GAPLINC	0.517281994804935
BHLHE41	GAPLINC	0.36957462678844
CYP1B1	GAPLINC	0.170359619553245
RP11.459I19.1	GAPLINC	0.460737565285598
EVL	GAPLINC	0.210758414305357
MFSD7	GAPLINC	0.403372014977168
CD1A	GAPLINC	0.417095399950522
TMEM130	GAPLINC	-0.0194858385255762
OR6K3	GAPLINC	0.487374493203425
SLCO1B3	GAPLINC	0.196199970011176
TMEM257	GAPLINC	-0.250878533216949
CEACAM5	GAPLINC	0.183380769023493
CYP1A2	GAPLINC	0.157255202142618
FKBP15	GAPLINC	0.405920377586044
ELF5	GAPLINC	0.454316452603821
PRSS41	GAPLINC	0.204284441129216
ADAMTSL4	GAPLINC	0.117219922194225
LUZP2	GAPLINC	-0.169748862635538
RP11.20G13.3	GAPLINC	0.280076745059695
LINC00881	GAPLINC	0.267996432953529
PYCARD	GAPLINC	0.529696433012427
UNC13A	GAPLINC	0.0436138451103597
AJAP1	GAPLINC	-0.226253222219534
DPP7	GAPLINC	0.164153549093007
JPH4	GAPLINC	0.356335197976747
SPNS1	GAPLINC	0.46100819615934
ZMYND15	GAPLINC	0.399340964261767
SIDT2	GAPLINC	0.0596100456535367
DDHD1	GAPLINC	0.0671936406092624
FABP5	GAPLINC	0.524929505102656
CDKN2A	GAPLINC	-0.0188559961835337
RP5.839B4.8	GAPLINC	0.565638274711025
IL37	GAPLINC	0.378497568528517
PTPN6	GAPLINC	0.463224546318687
PARP15	GAPLINC	0.265408951724738
PTPRO	GAPLINC	0.528146134432791
DCSTAMP	GAPLINC	0.557470712213269
LINC00677	GAPLINC	0.286173598232096
GCHFR	GAPLINC	0.5782372898823
PRAM1	GAPLINC	0.397701288359058
SCPEP1	GAPLINC	0.458875385179959
COMP	GAPLINC	-0.0633346397519296
LPXN	GAPLINC	0.521832637116596
MCOLN1	GAPLINC	0.386272343058994
CD37	GAPLINC	0.348996271577863
FIRRE	GAPLINC	0.306642181819506
SPN	GAPLINC	0.479074351681704
PVALB	GAPLINC	0.475729134961481
GNGT2	GAPLINC	0.47231458193918
SSX2IP	GAPLINC	-0.0150643538044341
HLA.DMA	GAPLINC	0.374203199574129
ATP6AP1	GAPLINC	0.430930624039038
TUSC3	GAPLINC	-0.214778611579404
SYTL5	GAPLINC	-0.0360267522641715
ANGPT4	GAPLINC	0.392782355933491
SOWAHD	GAPLINC	0.594269386764039
ZFYVE26	GAPLINC	0.413681411781975
CTD.2003C8.2	GAPLINC	0.547986337843868
GRN	GAPLINC	0.561523410155641
RP11.356N1.2	GAPLINC	0.409246187920668
BCHE	GAPLINC	-0.17593176315136
NAGPA	GAPLINC	0.444488180099152
OLR1	GAPLINC	0.198363353009717
EPHA7	GAPLINC	-0.236216721404928
IRF5	GAPLINC	0.489674151880851
HTRA4	GAPLINC	0.570191557187629
MICAL1	GAPLINC	0.156489023059372
SLC11A1	GAPLINC	0.0699141383651064
HLA.DMB	GAPLINC	0.528871816308226
TRIM46	GAPLINC	0.0817991200378952
GPR160	GAPLINC	0.395405829198606
ANO4	GAPLINC	-0.171991224529977
DNASE1L3	GAPLINC	0.143912687578851
CADM2	GAPLINC	-0.206815286003086
SLC6A15	GAPLINC	-0.205568732231118
VGLL1	GAPLINC	0.00820507394668644
MSR1	GAPLINC	0.480055950703993
CRLF1	GAPLINC	0.0898797287574461
DOCK8	GAPLINC	0.372944926149028
RP5.899E9.1	GAPLINC	0.644102380966485
NOXA1	GAPLINC	0.354846785942547
MAPK4	GAPLINC	-0.0311159969294615
DPCR1	GAPLINC	0.386820238010444
CTD.2319I12.2	GAPLINC	0.475334229207361
HEXB	GAPLINC	0.579607040430597
MPND	GAPLINC	0.481077537779561
GM2A	GAPLINC	0.601817007116986
MS4A7	GAPLINC	0.463921451538103
CYTL1	GAPLINC	0.160572900293392
MCEMP1	GAPLINC	0.444145041221773
OR13A1	GAPLINC	0.328770649397054
ZNF589	GAPLINC	0.266123047036662
EDC3	GAPLINC	0.255704812479437
RPP25	GAPLINC	0.320254791254163
NOS2	GAPLINC	-0.277630720677227
PLCB2	GAPLINC	0.270698534045841
TBXA2R	GAPLINC	-0.147895047557979
LINC01526	GAPLINC	0.383871691292387
ABCC3	GAPLINC	0.300233947094698
C1orf162	GAPLINC	0.466041975883007
LINC01827	GAPLINC	0.432298823098122
CRHBP	GAPLINC	-0.0434924571825803
KMO	GAPLINC	0.571862670363378
RP11.291B21.2	GAPLINC	-0.024089134292797
TMSB15A	GAPLINC	-0.177734078803163
CAPG	GAPLINC	0.59172822661741
EGR2	GAPLINC	0.327548264408695
TMEM251	GAPLINC	0.494954962302556
GPRIN3	GAPLINC	0.120700775595747
FLVCR2	GAPLINC	0.441174888279811
LGALS3	GAPLINC	0.456046745493693
KIAA1161	GAPLINC	0.0502390524259424
KCNA2	GAPLINC	0.305845391326405
SDCCAG8	GAPLINC	0.20597635817064
GRM8	GAPLINC	-0.233512842765055
DDB2	GAPLINC	0.116029100003893
FCER1A	GAPLINC	0.310298111602564
SNAP25	GAPLINC	-0.0040296959509873
LINC00632	GAPLINC	-0.346379457869941
CYP2A6	GAPLINC	-0.204551729221748
SIGLEC11	GAPLINC	0.448072816857596
VSIG4	GAPLINC	0.465561787854172
HECTD3	GAPLINC	0.346687909105692
ALDH3A1	GAPLINC	0.168470650617619
DUSP28	GAPLINC	0.24645795060927
CD207	GAPLINC	0.332763021461742
PRSS21	GAPLINC	0.387397829795756
AP1G2	GAPLINC	0.127706856762818
ANGPTL5	GAPLINC	-0.27097090090299
ARHGEF10L	GAPLINC	0.0643885734659033
HSD3B7	GAPLINC	0.383763221850702
RP4.809F18.1	GAPLINC	-0.0037201640704424
GPR15	LRRN2	0.435809168018384
LHX9	LRRN2	0.103600673521423
AHRR	LRRN2	0.465368530208856
LINC01108	LRRN2	0.150267317121099
ITGAE	LRRN2	0.441370366923216
GPR55	LRRN2	0.327048878358288
PKD1L1	LRRN2	0.372112091134137
GSG2	LRRN2	0.282025731950203
FBP1	LRRN2	0.151620295951181
CYP27A1	LRRN2	0.236714570741414
MYO1A	LRRN2	0.18307040253882
EYA4	LRRN2	-0.188719598433953
KRT79	LRRN2	0.343016576164085
CD101	LRRN2	0.17494764928487
SLITRK2	LRRN2	0.0192939842142516
PCDH10	LRRN2	-0.232722546213161
ACOT4	LRRN2	0.181560756404967
STAC	LRRN2	0.376580883457946
CD52	LRRN2	0.164254849878249
VWC2	LRRN2	0.477993731239873
CYP1A1	LRRN2	0.224352604894309
SLC6A12	LRRN2	0.308951670793642
KCND2	LRRN2	0.359071148796285
ACP5	LRRN2	0.174611398166825
DACH2	LRRN2	-0.00508972612893268
CCDC88A	LRRN2	0.284215918295283
PNPLA6	LRRN2	0.330728154193397
SYT13	LRRN2	-0.0130228022411257
PCDH11X	LRRN2	-0.163844081390853
ALOX5	LRRN2	-0.00999276016663918
PCAT14	LRRN2	0.0118919166914276
GGA2	LRRN2	0.322277598679029
PARVG	LRRN2	0.449567649856214
M1AP	LRRN2	0.256553034818296
ADTRP	LRRN2	0.232679044953377
PHLDA3	LRRN2	0.275445944939067
CD8B	LRRN2	0.343103905958328
MAN2B1	LRRN2	0.284118204032634
PPARG	LRRN2	0.181636952447593
PNPLA3	LRRN2	0.0759334610573455
JAML	LRRN2	0.373800245017155
PKP1	LRRN2	-0.00669151491125671
CSTB	LRRN2	0.221797662189482
ATP6V0D2	LRRN2	0.190269520419556
RP11.621L6.3	LRRN2	0.291581153830183
TCEAL2	LRRN2	-0.257724393470452
GPD1	LRRN2	0.0675354423697634
GNAZ	LRRN2	-0.0784910936459284
CATSPER1	LRRN2	0.149384387573872
KCNA10	LRRN2	0.275672324601677
PLA2G4E	LRRN2	0.103015037052698
AIFM3	LRRN2	0.456428170538356
WDFY4	LRRN2	0.360518051368431
CEACAM21	LRRN2	0.0978995329836552
FAM213A	LRRN2	0.217342407377919
DNASE2B	LRRN2	0.223315832963575
NHLH2	LRRN2	-0.0395140216800141
LINC01637	LRRN2	0.260415455380813
DPP6	LRRN2	-0.00466272351656579
GUSB	LRRN2	0.280592655536681
GAPLINC	LRRN2	0.215549649649191
LRRN2	LRRN2	1
LTA4H	LRRN2	0.0734858450973766
ADCY2	LRRN2	-0.0593671232784251
CD300LF	LRRN2	0.242652351214094
FFAR4	LRRN2	0.273150921457446
FABP3	LRRN2	0.159782796694754
TREM2	LRRN2	0.306762261479315
FIG4	LRRN2	0.368119096625767
BHLHE41	LRRN2	0.133762616636414
CYP1B1	LRRN2	0.334199329643389
RP11.459I19.1	LRRN2	0.171001050278318
EVL	LRRN2	0.425289275105828
MFSD7	LRRN2	0.474083538236266
CD1A	LRRN2	0.302482617207786
TMEM130	LRRN2	0.283966786708002
OR6K3	LRRN2	0.149899824520269
SLCO1B3	LRRN2	0.040643008533852
TMEM257	LRRN2	0.0197980432698506
CEACAM5	LRRN2	0.00734483157889158
CYP1A2	LRRN2	0.247353158725742
FKBP15	LRRN2	0.360832442890774
ELF5	LRRN2	-0.00318357935084583
PRSS41	LRRN2	-0.0226317923496838
ADAMTSL4	LRRN2	0.210396373321203
LUZP2	LRRN2	0.00925753694063533
RP11.20G13.3	LRRN2	0.251758581023087
LINC00881	LRRN2	0.236448758938534
PYCARD	LRRN2	0.366395354963811
UNC13A	LRRN2	0.28773559996207
AJAP1	LRRN2	-0.322106861736855
DPP7	LRRN2	0.229281283432661
JPH4	LRRN2	0.337149904342166
SPNS1	LRRN2	0.295971286997424
ZMYND15	LRRN2	0.0731461335942543
SIDT2	LRRN2	0.220113194168884
DDHD1	LRRN2	0.173927816830393
FABP5	LRRN2	0.0354253762345099
CDKN2A	LRRN2	0.143324323682431
RP5.839B4.8	LRRN2	0.180386779561786
IL37	LRRN2	0.205493517339597
PTPN6	LRRN2	0.16740643455143
PARP15	LRRN2	0.338492264296242
PTPRO	LRRN2	0.282385727831915
DCSTAMP	LRRN2	0.292434728120709
LINC00677	LRRN2	0.18404072752178
GCHFR	LRRN2	0.0806008529784274
PRAM1	LRRN2	0.266554635023133
SCPEP1	LRRN2	0.198680784026887
COMP	LRRN2	0.151219420688016
LPXN	LRRN2	0.328084213688018
MCOLN1	LRRN2	0.342899346292807
CD37	LRRN2	0.25079651489806
FIRRE	LRRN2	0.400339832297447
SPN	LRRN2	0.213764667779146
PVALB	LRRN2	0.217060971128707
GNGT2	LRRN2	0.43482113454589
SSX2IP	LRRN2	0.0937419325625099
HLA.DMA	LRRN2	0.263111710546503
ATP6AP1	LRRN2	-0.013335243819059
TUSC3	LRRN2	0.101753116071468
SYTL5	LRRN2	-0.20002886281177
ANGPT4	LRRN2	0.205130708501103
SOWAHD	LRRN2	0.224071651944997
ZFYVE26	LRRN2	0.298397686859962
CTD.2003C8.2	LRRN2	0.0850389153268718
GRN	LRRN2	0.116259770248009
RP11.356N1.2	LRRN2	0.274876139280175
BCHE	LRRN2	0.248352247265082
NAGPA	LRRN2	0.326145660072889
OLR1	LRRN2	0.1937669858246
EPHA7	LRRN2	-0.00973509910616168
IRF5	LRRN2	0.335651711184706
HTRA4	LRRN2	0.322123943305326
MICAL1	LRRN2	0.351864017073507
SLC11A1	LRRN2	-0.0879730090695876
HLA.DMB	LRRN2	0.262111566119153
TRIM46	LRRN2	0.259356627218986
GPR160	LRRN2	-0.00553555283603598
ANO4	LRRN2	0.0384335688736216
DNASE1L3	LRRN2	0.0645201233782196
CADM2	LRRN2	-0.150518204788758
SLC6A15	LRRN2	-0.13230489307794
VGLL1	LRRN2	-0.0929887325216485
MSR1	LRRN2	-0.0506155877645678
CRLF1	LRRN2	0.143681170021515
DOCK8	LRRN2	0.20705846589497
RP5.899E9.1	LRRN2	0.253077761666232
NOXA1	LRRN2	0.176352256663979
MAPK4	LRRN2	-0.284523353475213
DPCR1	LRRN2	-0.116920763281378
CTD.2319I12.2	LRRN2	0.19496364020713
HEXB	LRRN2	0.136967670038585
MPND	LRRN2	0.416926291248342
GM2A	LRRN2	0.242120140759524
MS4A7	LRRN2	0.237023708355559
CYTL1	LRRN2	0.275227519647739
MCEMP1	LRRN2	0.0305211501953954
OR13A1	LRRN2	0.309704447890242
ZNF589	LRRN2	0.285158266842238
EDC3	LRRN2	0.312714158231581
RPP25	LRRN2	0.184031224502932
NOS2	LRRN2	-0.300326343451241
PLCB2	LRRN2	0.51254418300812
TBXA2R	LRRN2	0.129615297991242
LINC01526	LRRN2	0.0821203316356463
ABCC3	LRRN2	0.380095167258859
C1orf162	LRRN2	0.197821036891043
LINC01827	LRRN2	0.147035518440371
CRHBP	LRRN2	0.0946853370272196
KMO	LRRN2	0.274739213929532
RP11.291B21.2	LRRN2	0.254536818659141
TMSB15A	LRRN2	-0.0640178375782961
CAPG	LRRN2	0.161681612130425
EGR2	LRRN2	0.312630765271054
TMEM251	LRRN2	0.238951970978749
GPRIN3	LRRN2	0.025887767486824
FLVCR2	LRRN2	0.133030305172966
LGALS3	LRRN2	0.0289010179439108
KIAA1161	LRRN2	-0.0916474431868097
KCNA2	LRRN2	0.194899806413205
SDCCAG8	LRRN2	0.0317624615690612
GRM8	LRRN2	-0.184883014193106
DDB2	LRRN2	0.300072693747023
FCER1A	LRRN2	0.374751027692535
SNAP25	LRRN2	0.32839789362529
LINC00632	LRRN2	0.0161393300387309
CYP2A6	LRRN2	-0.261993104699468
SIGLEC11	LRRN2	0.35812414750767
VSIG4	LRRN2	0.0321569414972183
HECTD3	LRRN2	0.286697603618359
ALDH3A1	LRRN2	0.0751263649296857
DUSP28	LRRN2	0.273315452131215
CD207	LRRN2	0.300613618400999
PRSS21	LRRN2	0.064931953932502
AP1G2	LRRN2	0.32109946628813
ANGPTL5	LRRN2	0.0481991026754285
ARHGEF10L	LRRN2	0.410561256591598
HSD3B7	LRRN2	0.466219498421139
RP4.809F18.1	LRRN2	0.181098053441789
GPR15	LTA4H	0.121913555512023
LHX9	LTA4H	0.425724677489329
AHRR	LTA4H	0.210967453847395
LINC01108	LTA4H	0.339313300632869
ITGAE	LTA4H	0.195569606566167
GPR55	LTA4H	0.330096834188371
PKD1L1	LTA4H	-0.0122110608000126
GSG2	LTA4H	0.334201066523692
FBP1	LTA4H	0.795369691635977
CYP27A1	LTA4H	0.665668116645551
MYO1A	LTA4H	0.379845056814405
EYA4	LTA4H	-0.317684989103325
KRT79	LTA4H	0.375935096951643
CD101	LTA4H	0.497459734013727
SLITRK2	LTA4H	-0.208195386934237
PCDH10	LTA4H	-0.305316625665674
ACOT4	LTA4H	0.70911441171429
STAC	LTA4H	0.521169249649432
CD52	LTA4H	0.669913946530314
VWC2	LTA4H	-0.0670788172490649
CYP1A1	LTA4H	0.101791581694797
SLC6A12	LTA4H	0.526446518882561
KCND2	LTA4H	-0.0217417167466247
ACP5	LTA4H	0.779428601474409
DACH2	LTA4H	-0.150838422178027
CCDC88A	LTA4H	0.542300945124842
PNPLA6	LTA4H	0.341247654609971
SYT13	LTA4H	-0.145890263520965
PCDH11X	LTA4H	-0.211001763272863
ALOX5	LTA4H	0.449178253662022
PCAT14	LTA4H	-0.0347132273609314
GGA2	LTA4H	0.406202727030043
PARVG	LTA4H	0.405170932456147
M1AP	LTA4H	0.47382279671707
ADTRP	LTA4H	0.580204537925694
PHLDA3	LTA4H	0.262086238554117
CD8B	LTA4H	0.118707350536031
MAN2B1	LTA4H	0.624272911783357
PPARG	LTA4H	0.676260106971451
PNPLA3	LTA4H	0.51477155178372
JAML	LTA4H	0.514535458565952
PKP1	LTA4H	-0.379121109451502
CSTB	LTA4H	0.625536499390016
ATP6V0D2	LTA4H	0.522667790899007
RP11.621L6.3	LTA4H	0.25031581841385
TCEAL2	LTA4H	-0.194041962745371
GPD1	LTA4H	0.598413726471453
GNAZ	LTA4H	-0.138143025706293
CATSPER1	LTA4H	0.596093542427303
KCNA10	LTA4H	0.355896572958858
PLA2G4E	LTA4H	0.407678753812868
AIFM3	LTA4H	0.440614872589282
WDFY4	LTA4H	0.634575144523484
CEACAM21	LTA4H	0.464178935848513
FAM213A	LTA4H	0.399936612431556
DNASE2B	LTA4H	0.565717596479448
NHLH2	LTA4H	0.34789385024844
LINC01637	LTA4H	0.569662498429641
DPP6	LTA4H	-0.236610653556309
GUSB	LTA4H	0.494400582061741
GAPLINC	LTA4H	0.607369559350372
LRRN2	LTA4H	0.0734858450973766
LTA4H	LTA4H	1
ADCY2	LTA4H	-0.338735958461907
CD300LF	LTA4H	0.681745334027292
FFAR4	LTA4H	0.579427545860137
FABP3	LTA4H	0.401406053551757
TREM2	LTA4H	0.680141954870644
FIG4	LTA4H	0.657466033241865
BHLHE41	LTA4H	0.388513196058587
CYP1B1	LTA4H	0.11128800579779
RP11.459I19.1	LTA4H	0.451978200631161
EVL	LTA4H	0.139001558852442
MFSD7	LTA4H	0.381635180028984
CD1A	LTA4H	0.381770041557579
TMEM130	LTA4H	-0.12342876735813
OR6K3	LTA4H	0.407018952941058
SLCO1B3	LTA4H	0.200673008802752
TMEM257	LTA4H	-0.217676185490426
CEACAM5	LTA4H	0.299901535833377
CYP1A2	LTA4H	0.0800605064027353
FKBP15	LTA4H	0.534959830397305
ELF5	LTA4H	0.635784541368694
PRSS41	LTA4H	0.294453613369098
ADAMTSL4	LTA4H	0.204117482802759
LUZP2	LTA4H	-0.208000339703814
RP11.20G13.3	LTA4H	0.252440039156948
LINC00881	LTA4H	0.139860752465241
PYCARD	LTA4H	0.574635508365914
UNC13A	LTA4H	-0.00962356590675136
AJAP1	LTA4H	-0.11899449876423
DPP7	LTA4H	0.0385025994678199
JPH4	LTA4H	0.254403564542418
SPNS1	LTA4H	0.547230600168344
ZMYND15	LTA4H	0.525198007941352
SIDT2	LTA4H	0.15059095902181
DDHD1	LTA4H	0.119881004701433
FABP5	LTA4H	0.707386109313653
CDKN2A	LTA4H	-0.11334306801659
RP5.839B4.8	LTA4H	0.505618714457801
IL37	LTA4H	0.285405402262585
PTPN6	LTA4H	0.627353203074443
PARP15	LTA4H	0.297045389428937
PTPRO	LTA4H	0.657833309228603
DCSTAMP	LTA4H	0.456005712264698
LINC00677	LTA4H	0.297654349374947
GCHFR	LTA4H	0.711750465323898
PRAM1	LTA4H	0.480175480202829
SCPEP1	LTA4H	0.538425050971074
COMP	LTA4H	-0.169778916485351
LPXN	LTA4H	0.625943532595175
MCOLN1	LTA4H	0.346790194137935
CD37	LTA4H	0.445906331016246
FIRRE	LTA4H	0.239590219055453
SPN	LTA4H	0.602360497987545
PVALB	LTA4H	0.474826973374966
GNGT2	LTA4H	0.454520298526313
SSX2IP	LTA4H	0.063942908958811
HLA.DMA	LTA4H	0.484901287261401
ATP6AP1	LTA4H	0.59142113781392
TUSC3	LTA4H	-0.261203837531277
SYTL5	LTA4H	0.143733530398658
ANGPT4	LTA4H	0.403394613484972
SOWAHD	LTA4H	0.648198189643626
ZFYVE26	LTA4H	0.528453751807981
CTD.2003C8.2	LTA4H	0.519964434413685
GRN	LTA4H	0.763588960596751
RP11.356N1.2	LTA4H	0.453979190129435
BCHE	LTA4H	-0.242175043550658
NAGPA	LTA4H	0.497425764220313
OLR1	LTA4H	0.298834221578089
EPHA7	LTA4H	-0.284260899806707
IRF5	LTA4H	0.562234151853865
HTRA4	LTA4H	0.464302147637755
MICAL1	LTA4H	0.164153883270425
SLC11A1	LTA4H	0.207912208882608
HLA.DMB	LTA4H	0.661296542999001
TRIM46	LTA4H	0.0554837244568699
GPR160	LTA4H	0.568085483439321
ANO4	LTA4H	-0.28959276535376
DNASE1L3	LTA4H	0.0793721323562113
CADM2	LTA4H	-0.251751929898683
SLC6A15	LTA4H	-0.155011406443824
